iso3,year,forecast_accuracy
MUS,1999,0.535
MUS,2000,0.545
MUS,2001,0.552
MUS,2002,0.567
MUS,2003,0.576
MUS,2004,0.59
MUS,2005,0.601
MUS,2006,0.606
MUS,2007,0.611
MUS,2008,0.617
MUS,2009,0.625
MUS,2010,0.612
MUS,2011,0.613
MUS,2012,0.609
MUS,2013,0.614
MUS,2014,0.616
MUS,2015,0.626
MUS,2016,0.623
MUS,2017,0.629
MUS,2018,0.63
MYS,1987,0.385
MYS,1988,0.41
MYS,1989,0.405
MYS,1990,0.41
MYS,1991,0.411
MYS,1992,0.412
MYS,1993,0.409
MYS,1994,0.417
MYS,1995,0.434
MYS,1996,0.461
MYS,1997,0.485
MYS,1998,0.51
MYS,1999,0.535
MYS,2000,0.545
MYS,2001,0.552
MYS,2002,0.567
MYS,2003,0.576
MYS,2004,0.59
MYS,2005,0.601
MYS,2006,0.606
MYS,2007,0.611
MYS,2008,0.617
MYS,2009,0.625
MYS,2010,0.612
MYS,2011,0.613
MYS,2012,0.609
MYS,2013,0.614
MYS,2014,0.616
MYS,2015,0.626
MYS,2016,0.623
MYS,2017,0.629
MYS,2018,0.63
NAM,1987,0.385
NAM,1988,0.41
NAM,1989,0.405
NAM,1990,0.41
NAM,1991,0.411
NAM,1992,0.412
NAM,1993,0.409
NAM,1994,0.417
NAM,1995,0.434
NAM,1996,0.461
NAM,1997,0.485
NAM,1998,0.51
NAM,1999,0.535
NAM,2000,0.545
NAM,2001,0.552
NAM,2002,0.567
NAM,2003,0.576
NAM,2004,0.59
NAM,2005,0.601
NAM,2006,0.606
NAM,2007,0.611
NAM,2008,0.617
NAM,2009,0.625
NAM,2010,0.612
NAM,2011,0.613
NAM,2012,0.609
NAM,2013,0.614
NAM,2014,0.616
NAM,2015,0.626
NAM,2016,0.623
NAM,2017,0.629
NAM,2018,0.63
PER,1987,0.385
PER,1988,0.41
PER,1989,0.405
PER,1990,0.41
PER,1991,0.411
PER,1992,0.412
PER,1993,0.409
PER,1994,0.417
PER,1995,0.434
PER,1996,0.461
PER,1997,0.485
PER,1998,0.51
PER,1999,0.535
PER,2000,0.545
PER,2001,0.552
PER,2002,0.567
PER,2003,0.576
PER,2004,0.59
PER,2005,0.601
PER,2006,0.606
PER,2007,0.611
PER,2008,0.617
PER,2009,0.625
PER,2010,0.612
PER,2011,0.613
PER,2012,0.609
PER,2013,0.614
PER,2014,0.616
PER,2015,0.626
PER,2016,0.623
PER,2017,0.629
PER,2018,0.63
PLW,1987,0.385
PLW,1988,0.41
PLW,1989,0.405
PLW,1990,0.41
PLW,1991,0.411
PLW,1992,0.412
PLW,1993,0.409
PLW,1994,0.417
PLW,1995,0.434
PLW,1996,0.461
PLW,1997,0.485
PLW,1998,0.51
PLW,1999,0.535
PLW,2000,0.545
PLW,2001,0.552
PLW,2002,0.567
PLW,2003,0.576
PLW,2004,0.59
PLW,2005,0.601
PLW,2006,0.606
PLW,2007,0.611
PLW,2008,0.617
PLW,2009,0.625
PLW,2010,0.612
PLW,2011,0.613
PLW,2012,0.609
PLW,2013,0.614
PLW,2014,0.616
PLW,2015,0.626
PLW,2016,0.623
PLW,2017,0.629
PLW,2018,0.63
PRY,1987,0.385
PRY,1988,0.41
PRY,1989,0.405
PRY,1990,0.41
PRY,1991,0.411
PRY,1992,0.412
PRY,1993,0.409
PRY,1994,0.417
PRY,1995,0.434
PRY,1996,0.461
PRY,1997,0.485
PRY,1998,0.51
PRY,1999,0.535
PRY,2000,0.545
PRY,2001,0.552
PRY,2002,0.567
PRY,2003,0.576
PRY,2004,0.59
PRY,2005,0.601
PRY,2006,0.606
PRY,2007,0.611
PRY,2008,0.617
PRY,2009,0.625
PRY,2010,0.612
PRY,2011,0.613
PRY,2012,0.609
PRY,2013,0.614
PRY,2014,0.616
PRY,2015,0.626
PRY,2016,0.623
PRY,2017,0.629
PRY,2018,0.63
PSE,1987,0.385
PSE,1988,0.41
PSE,1989,0.405
PSE,1990,0.41
PSE,1991,0.411
PSE,1992,0.412
PSE,1993,0.409
PSE,1994,0.417
PSE,1995,0.434
PSE,1996,0.461
PSE,1997,0.485
PSE,1998,0.51
PSE,1999,0.535
PSE,2000,0.545
PSE,2001,0.552
PSE,2002,0.567
PSE,2003,0.576
PSE,2004,0.59
PSE,2005,0.601
PSE,2006,0.606
PSE,2007,0.611
PSE,2008,0.617
PSE,2009,0.625
PSE,2010,0.612
PSE,2011,0.613
PSE,2012,0.609
PSE,2013,0.614
PSE,2014,0.616
PSE,2015,0.626
PSE,2016,0.623
PSE,2017,0.629
PSE,2018,0.63
RUS,1987,0.385
RUS,1988,0.41
RUS,1989,0.405
RUS,1990,0.41
RUS,1991,0.411
RUS,1992,0.412
RUS,1993,0.409
RUS,1994,0.417
RUS,1995,0.434
RUS,1996,0.461
RUS,1997,0.485
RUS,1998,0.51
RUS,1999,0.535
RUS,2000,0.545
RUS,2001,0.552
RUS,2002,0.567
RUS,2003,0.576
RUS,2004,0.59
RUS,2005,0.601
RUS,2006,0.606
RUS,2007,0.611
RUS,2008,0.617
RUS,2009,0.625
RUS,2010,0.612
RUS,2011,0.613
RUS,2012,0.609
RUS,2013,0.614
RUS,2014,0.616
RUS,2015,0.626
RUS,2016,0.623
RUS,2017,0.629
RUS,2018,0.63
SLV,1987,0.385
SLV,1988,0.41
SLV,1989,0.405
SLV,1990,0.41
SLV,1991,0.411
SLV,1992,0.412
SLV,1993,0.409
SLV,1994,0.417
SLV,1995,0.434
SLV,1996,0.461
SLV,1997,0.485
SLV,1998,0.51
SLV,1999,0.535
SLV,2000,0.545
SLV,2001,0.552
SLV,2002,0.567
SLV,2003,0.576
SLV,2004,0.59
SLV,2005,0.601
SLV,2006,0.606
SLV,2007,0.611
SLV,2008,0.617
SLV,2009,0.625
SLV,2010,0.612
SLV,2011,0.613
SLV,2012,0.609
SLV,2013,0.614
SLV,2014,0.616
SLV,2015,0.626
SLV,2016,0.623
SLV,2017,0.629
SLV,2018,0.63
SRB,1987,0.385
SRB,1988,0.41
SRB,1989,0.405
SRB,1990,0.41
SRB,1991,0.411
SRB,1992,0.412
SRB,1993,0.409
SRB,1994,0.417
SRB,1995,0.434
SRB,1996,0.461
SRB,1997,0.485
SRB,1998,0.51
SRB,1999,0.535
SRB,2000,0.545
SRB,2001,0.552
SRB,2002,0.567
SRB,2003,0.576
SRB,2004,0.59
SRB,2005,0.601
SRB,2006,0.606
SRB,2007,0.611
SRB,2008,0.617
SRB,2009,0.625
SRB,2010,0.612
SRB,2011,0.613
SRB,2012,0.609
SRB,2013,0.614
SRB,2014,0.616
SRB,2015,0.626
SRB,2016,0.623
SRB,2017,0.629
SRB,2018,0.63
SUR,1987,0.385
SUR,1988,0.41
SUR,1989,0.405
SUR,1990,0.41
SUR,1991,0.411
SUR,1992,0.412
SUR,1993,0.409
SUR,1994,0.417
SUR,1995,0.434
SUR,1996,0.461
SUR,1997,0.485
SUR,1998,0.51
SUR,1999,0.535
SUR,2000,0.545
SUR,2001,0.552
SUR,2002,0.567
SUR,2003,0.576
SUR,2004,0.59
SUR,2005,0.601
SUR,2006,0.606
SUR,2007,0.611
SUR,2008,0.617
SUR,2009,0.625
SUR,2010,0.612
SUR,2011,0.613
SUR,2012,0.609
SUR,2013,0.614
SUR,2014,0.616
SUR,2015,0.626
SUR,2016,0.623
SUR,2017,0.629
SUR,2018,0.63
THA,1987,0.385
THA,1988,0.41
THA,1989,0.405
THA,1990,0.41
THA,1991,0.411
THA,1992,0.412
THA,1993,0.409
THA,1994,0.417
THA,1995,0.434
THA,1996,0.461
THA,1997,0.485
THA,1998,0.51
THA,1999,0.535
THA,2000,0.545
THA,2001,0.552
THA,2002,0.567
THA,2003,0.576
THA,2004,0.59
THA,2005,0.601
THA,2006,0.606
THA,2007,0.611
THA,2008,0.617
THA,2009,0.625
THA,2010,0.612
THA,2011,0.613
THA,2012,0.609
THA,2013,0.614
THA,2014,0.616
THA,2015,0.626
THA,2016,0.623
THA,2017,0.629
THA,2018,0.63
TKM,1987,0.385
TKM,1988,0.41
TKM,1989,0.405
TKM,1990,0.41
TKM,1991,0.411
TKM,1992,0.412
TKM,1993,0.409
TKM,1994,0.417
TKM,1995,0.434
TKM,1996,0.461
TKM,1997,0.485
TKM,1998,0.51
TKM,1999,0.535
TKM,2000,0.545
TKM,2001,0.552
TKM,2002,0.567
TKM,2003,0.576
TKM,2004,0.59
TKM,2005,0.601
TKM,2006,0.606
TKM,2007,0.611
TKM,2008,0.617
TKM,2009,0.625
TKM,2010,0.612
TKM,2011,0.613
TKM,2012,0.609
TKM,2013,0.614
TKM,2014,0.616
TKM,2015,0.626
TKM,2016,0.623
TKM,2017,0.629
TKM,2018,0.63
TON,1987,0.385
TON,1988,0.41
TON,1989,0.405
TON,1990,0.41
TON,1991,0.411
TON,1992,0.412
TON,1993,0.409
TON,1994,0.417
TON,1995,0.434
TON,1996,0.461
TON,1997,0.485
TON,1998,0.51
TON,1999,0.535
TON,2000,0.545
TON,2001,0.552
TON,2002,0.567
TON,2003,0.576
TON,2004,0.59
TON,2005,0.601
TON,2006,0.606
TON,2007,0.611
TON,2008,0.617
TON,2009,0.625
TON,2010,0.612
TON,2011,0.613
TON,2012,0.609
TON,2013,0.614
TON,2014,0.616
TON,2015,0.626
TON,2016,0.623
TON,2017,0.629
TON,2018,0.63
TUR,1987,0.385
TUR,1988,0.41
TUR,1989,0.405
TUR,1990,0.41
TUR,1991,0.411
TUR,1992,0.412
TUR,1993,0.409
TUR,1994,0.417
TUR,1995,0.434
TUR,1996,0.461
TUR,1997,0.485
TUR,1998,0.51
TUR,1999,0.535
TUR,2000,0.545
TUR,2001,0.552
TUR,2002,0.567
TUR,2003,0.576
TUR,2004,0.59
TUR,2005,0.601
TUR,2006,0.606
TUR,2007,0.611
TUR,2008,0.617
TUR,2009,0.625
TUR,2010,0.612
TUR,2011,0.613
TUR,2012,0.609
TUR,2013,0.614
TUR,2014,0.616
TUR,2015,0.626
TUR,2016,0.623
TUR,2017,0.629
TUR,2018,0.63
TUV,1987,0.385
TUV,1988,0.41
TUV,1989,0.405
TUV,1990,0.41
TUV,1991,0.411
TUV,1992,0.412
TUV,1993,0.409
TUV,1994,0.417
TUV,1995,0.434
TUV,1996,0.461
TUV,1997,0.485
TUV,1998,0.51
TUV,1999,0.535
TUV,2000,0.545
TUV,2001,0.552
TUV,2002,0.567
TUV,2003,0.576
TUV,2004,0.59
TUV,2005,0.601
TUV,2006,0.606
TUV,2007,0.611
TUV,2008,0.617
TUV,2009,0.625
TUV,2010,0.612
TUV,2011,0.613
TUV,2012,0.609
TUV,2013,0.614
TUV,2014,0.616
TUV,2015,0.626
TUV,2016,0.623
TUV,2017,0.629
TUV,2018,0.63
VCT,1987,0.385
VCT,1988,0.41
VCT,1989,0.405
VCT,1990,0.41
VCT,1991,0.411
VCT,1992,0.412
VCT,1993,0.409
VCT,1994,0.417
VCT,1995,0.434
VCT,1996,0.461
VCT,1997,0.485
VCT,1998,0.51
VCT,1999,0.535
VCT,2000,0.545
VCT,2001,0.552
VCT,2002,0.567
VCT,2003,0.576
VCT,2004,0.59
VCT,2005,0.601
VCT,2006,0.606
VCT,2007,0.611
VCT,2008,0.617
VCT,2009,0.625
VCT,2010,0.612
VCT,2011,0.613
VCT,2012,0.609
VCT,2013,0.614
VCT,2014,0.616
VCT,2015,0.626
VCT,2016,0.623
VCT,2017,0.629
VCT,2018,0.63
XKX,1987,0.385
XKX,1988,0.41
XKX,1989,0.405
XKX,1990,0.41
XKX,1991,0.411
XKX,1992,0.412
XKX,1993,0.409
XKX,1994,0.417
XKX,1995,0.434
XKX,1996,0.461
XKX,1997,0.485
XKX,1998,0.51
XKX,1999,0.535
XKX,2000,0.545
XKX,2001,0.552
XKX,2002,0.567
XKX,2003,0.576
XKX,2004,0.59
XKX,2005,0.601
XKX,2006,0.606
XKX,2007,0.611
XKX,2008,0.617
XKX,2009,0.625
XKX,2010,0.612
XKX,2011,0.613
XKX,2012,0.609
XKX,2013,0.614
XKX,2014,0.616
XKX,2015,0.626
XKX,2016,0.623
XKX,2017,0.629
XKX,2018,0.63
ZAF,1987,0.385
ZAF,1988,0.41
ZAF,1989,0.405
ZAF,1990,0.41
ZAF,1991,0.411
ZAF,1992,0.412
ZAF,1993,0.409
ZAF,1994,0.417
ZAF,1995,0.434
ZAF,1996,0.461
ZAF,1997,0.485
ZAF,1998,0.51
ZAF,1999,0.535
ZAF,2000,0.545
ZAF,2001,0.552
ZAF,2002,0.567
ZAF,2003,0.576
ZAF,2004,0.59
ZAF,2005,0.601
ZAF,2006,0.606
ZAF,2007,0.611
ZAF,2008,0.617
ZAF,2009,0.625
ZAF,2010,0.612
ZAF,2011,0.613
ZAF,2012,0.609
ZAF,2013,0.614
ZAF,2014,0.616
ZAF,2015,0.626
ZAF,2016,0.623
ZAF,2017,0.629
ZAF,2018,0.63
VEN,1987,0.385
VEN,1988,0.41
VEN,1989,0.405
VEN,1990,0.41
VEN,1991,0.411
VEN,1992,0.412
VEN,1993,0.409
VEN,1994,0.417
VEN,1995,0.434
VEN,1996,0.461
VEN,1997,0.485
VEN,1998,0.51
VEN,1999,0.535
VEN,2000,0.545
VEN,2001,0.552
VEN,2002,0.567
VEN,2003,0.576
VEN,2004,0.59
VEN,2005,0.601
VEN,2006,0.606
VEN,2007,0.611
VEN,2008,0.617
VEN,2009,0.625
VEN,2010,0.612
VEN,2011,0.613
VEN,2012,0.609
VEN,2013,0.614
VEN,2014,0.616
VEN,2015,0.626
VEN,2016,0.623
VEN,2017,0.629
VEN,2018,0.63
